3788,1530
3788,2304
3788,2304
3788,2306
4357,1626
4357,2350
4357,2350
3159,4231
3159,4231
3159,2332
3018,1626
3018,912
3018,5492
2556,3825
2556,1626
2556,1626
2556,1626
2556,1678
1207,819
1207,2332
1207,2332
1207,6846
1449,991
1449,1801
1449,1801
4640,2332
4640,1677
4640,2733
63,3301
63,3090
63,1626
1540,819
1540,819
1540,2332
973,6461
973,1626
973,3519
9319,1712
9319,2347
9319,1366
9319,6091
9319,5110
7726,1712
7726,6457
7726,2347
7726,3007
246,1626
246,5027
246,4899
6179,4231
6179,1771
6179,5823
8793,2792
8793,1801
8793,1801
8793,1801
8793,6464
7535,1801
7535,2332
7535,2332
3764,3534
3764,3534
3764,1596
6403,6461
6403,5380
6403,1626
9839,6548
9839,5351
9839,2332
9839,4971
2180,4971
2180,1801
2180,819
2180,819
4846,1626
4846,6207
4846,1626
7506,1626
7506,2332
7506,819
9483,1626
9483,6976
9483,2038
494,2018
494,1626
494,3303
5902,4231
5902,912
5902,912
9727,1801
9727,1801
9727,1801
9727,819
2251,2651
2251,3581
2251,2544
2251,6670
7320,711
7320,4190
7320,1626
5084,1626
5084,6377
5084,2265
5488,912
5488,1929
5488,1596
8181,5298
8181,1596
8181,1596
9230,3681
9230,1955
9230,567
9230,2306
9230,1806
9230,1801
1876,1263
1876,3796
1876,5389
1876,6377
6556,2277
6556,6261
6556,6377
3383,1008
3383,3960
3383,6244
3383,2332
484,3519
484,1626
484,5647
8763,6382
8763,1626
8763,1626
8763,1626
1556,1626
1556,5647
1556,1626
6325,449
6325,1626
6325,1626
5256,819
5256,819
5256,1626
5256,6377
99,3681
99,2306
99,1626
99,2260
99,3090
6566,449
6566,3090
6566,1626
7271,2332
7271,2332
7271,2332
9994,5911
9994,3090
9994,1626
3867,3292
3867,3090
3867,1626
2926,3519
2926,1626
2926,5647
9165,3020
9165,2332
9165,2332
9165,1141
7243,3090
7243,4765
7243,1626
9066,2033
9066,782
9066,2332
9066,5467
9066,1801
9066,1801
1164,2332
1164,1677
1164,819
6498,4765
6498,1801
6498,4765
3694,3519
3694,1626
3694,1914
9802,211
9802,2220
9802,977
9802,4696
9941,5619
9941,2350
9941,589
9941,1626
1046,1626
1046,3519
1046,1626
7136,1626
7136,4354
7136,5647
8613,4231
8613,6158
8613,4231
8613,2282
5062,2350
5062,1626
5062,3782
6584,1801
6584,3090
6584,5647
1209,1626
1209,3292
1209,5647
1794,4231
1794,4231
1794,590
1786,2332
1786,4971
1786,926
4858,2249
4858,5128
4858,6166
4858,5110
5185,1626
5185,6196
5185,3090
5185,2532
6596,3519
6596,1626
6596,1626
6596,1596
1918,1801
1918,304
1918,1801
8264,819
8264,819
8264,4231
7817,4918
7817,3519
7817,1626
1227,3519
1227,3090
1227,1626
5433,1801
5433,819
5433,4883
1199,1283
1199,1279
1199,1626
1199,1626
5278,3009
5278,3519
5278,1801
5278,3053
8220,5619
8220,5619
8220,1626
8220,5647
7815,5619
7815,3519
7815,1801
7815,3053
4637,5095
4637,2350
4637,1626
8323,1626
8323,3519
8323,1626
3160,6518
3160,4031
3160,2332
3160,2332
7049,1626
7049,6772
7049,5619
7049,2209
8885,1801
8885,1626
8885,5623
8885,1626
362,3519
362,1626
362,1626
362,1626
3156,4971
3156,2332
3156,2332
3156,449
3156,2332
8700,5507
8700,3944
8700,3944
8700,6379
1528,6925
1528,3090
1528,1626
3359,2989
3359,4971
3359,2332
3359,2332
5758,1596
5758,2339
5758,1626
2122,3836
2122,1801
2122,819
860,3519
860,3303
860,2332
9473,5258
9473,3303
9473,1626
5544,1801
5544,3140
5544,2350
5037,912
5037,664
5037,2306
1437,2306
1437,1988
1437,1712
1437,5110
1437,5387
1437,708
9502,856
9502,1626
9502,5623
1016,1712
1016,2089
1016,912
2130,6956
2130,5647
2130,1626
4745,1801
4745,819
4745,2867
4055,1801
4055,5428
4055,1626
5362,3297
5362,5473
5362,1801
7303,1801
7303,6377
7303,1596
3219,1801
3219,1468
3219,3793
3219,501
3219,501
3219,2149
4296,1626
4296,1733
4296,1626
4296,3867
1154,1801
1154,4971
1154,819
5460,3007
5460,6853
5460,1988
1516,6976
1516,1626
1516,2867
2745,1370
2745,2545
2745,1596
2745,1988
9128,1801
9128,3090
9128,4467
6541,1801
6541,1626
6541,1801
6541,3519
822,6656
822,1626
822,4231
822,2350
2226,6928
2226,843
2226,3971
2226,2306
3904,2265
3904,1988
3904,1489
1938,154
1938,303
1938,1626
1938,1626
1277,953
1277,2332
1277,819
5906,5619
5906,5619
5906,1626
5906,3519
6714,6379
6714,1217
6714,6141
3339,6154
3339,2265
3339,5387
3339,3117
1330,1988
1330,1988
1330,6849
4754,5647
4754,1626
4754,1626
1966,665
1966,1988
1966,3013
7312,4174
7312,2332
7312,819
1423,1596
1423,1596
1423,1596
1423,1596
4236,2198
4236,3402
4236,1988
4812,4231
4812,4231
4812,3746
3336,3519
3336,3519
3336,1626
9322,553
9322,308
9322,3090
9322,1626
621,1626
621,1626
621,2339
6808,3090
6808,4231
6808,3090
5670,1801
5670,211
5670,2335
5670,211
2752,1626
2752,1626
2752,1466
5057,856
5057,1626
5057,856
5057,6377
5057,856
5030,5619
5030,1801
5030,3000
1018,2332
1018,5448
1018,4231
5995,5428
5995,1626
5995,1626
5995,1626
6227,2304
6227,6406
6227,3090
8304,6754
8304,2332
8304,2332
8999,3534
8999,5320
8999,1801
8999,6787
8999,3404
4562,1626
4562,2350
4562,1626
6912,5619
6912,1626
6912,1626
7446,1801
7446,5428
7446,1626
1089,912
1089,664
1089,2306
9373,1626
9373,1626
9373,1626
3121,6126
3121,5619
3121,1626
3121,1626
3121,1626
4468,1801
4468,4971
4468,819
990,1626
990,1596
990,5409
6232,6377
6232,3867
6232,4668
6291,1626
6291,5647
6291,5647
6291,2556
8795,3090
8795,3090
8795,1626
4670,4231
4670,4231
4670,4231
8402,1626
8402,5619
8402,3519
9652,1801
9652,1801
9652,4971
686,4231
686,4231
686,4231
2788,1626
2788,2832
2788,6377
4036,3519
4036,5138
4036,1626
9075,5619
9075,1801
9075,5619
9075,6772
8069,5619
8069,5619
8069,1596
8069,5619
5695,4612
5695,1718
5695,6377
7008,1596
7008,1596
7008,4050
2398,6119
2398,3118
2398,1417
2398,2332
4157,2290
4157,4963
4157,912
4157,3044
2486,4971
2486,4971
2486,819
2486,1626
6287,3270
6287,5647
6287,1626
1379,5380
1379,3292
1379,1626
2778,2265
2778,2265
2778,1626
2778,1626
5973,1596
5973,1626
5973,1626
5973,6377
5928,1801
5928,1801
5928,1687
5928,2219
4222,3574
4222,1626
4222,1626
2065,1801
2065,5619
2065,819
2065,3090
5482,1801
5482,1801
5482,5619
1012,1801
1012,3681
1012,1801
9690,3303
9690,5619
9690,1626
9690,563
9690,2832
849,2332
849,2561
849,2332
7250,6377
7250,6377
7250,1596
7250,6377
4350,5647
4350,5647
4350,1626
4350,1626
4350,3090
4934,1801
4934,1710
4934,5137
5986,5248
5986,1712
5986,1801
5986,1596
5986,5438
6074,6377
6074,1596
6074,6377
7490,4971
7490,2332
7490,2332
6984,2265
6984,2265
6984,2461
1527,4231
1527,1801
1527,4039
6067,5647
6067,6379
6067,5647
6067,1626
4242,5909
4242,5231
4242,5387
4242,237
1158,2304
1158,2306
1158,2306
2362,1626
2362,3303
2362,1626
5537,1626
5537,3817
5537,5911
5537,2332
9867,1596
9867,1862
9867,1654
6102,1610
6102,1679
6102,3303
6102,1626
4927,3090
4927,2524
4927,1626
1326,2347
1326,751
1326,2737
2918,1914
2918,3519
2918,1626
565,4921
565,5477
565,4287
565,2332
565,819
6533,1801
6533,3749
6533,5178
6533,912
3449,2784
3449,6141
3449,6670
9043,308
9043,2304
9043,3303
9043,1988
7043,819
7043,3090
7043,1626
2525,3025
2525,5647
2525,1626
4426,4231
4426,819
4426,4231
4426,4231
1653,2332
1653,819
1653,819
380,819
380,1626
380,2332
9583,576
9583,1801
9583,2332
9583,5691
1637,2332
1637,1626
1637,1182
6540,1626
6540,3662
6540,6772
1553,1988
1553,912
1553,912
850,1596
850,63
850,5914
1329,449
1329,3773
1329,1626
1329,3303
1126,1801
1126,3954
1126,2332
8889,5387
8889,2265
8889,2265
5579,6457
5579,1159
5579,5495
8377,1626
8377,819
8377,819
8239,5110
8239,1142
8239,2696
1991,5428
1991,5647
1991,2306
9111,4231
9111,4231
9111,4231
9111,4231
9111,4231
9111,4231
9111,4231
9111,4231
9167,3925
9167,3692
9167,1988
9167,5591
9167,5901
9167,3796
9096,1712
9096,5110
9096,350
6022,4916
6022,2662
6022,912
6295,6355
6295,3090
6295,3090
6295,1626
8804,1801
8804,5940
8804,1801
8804,1801
1601,4169
1601,1626
1601,1626
1417,4971
1417,1279
1417,2332
8873,5298
8873,419
8873,5298
8873,6377
8873,6377
8873,5039
5002,2332
5002,113
5002,6709
4728,3434
4728,5110
4728,1988
4728,5110
4728,579
1713,1801
1713,2306
1713,2306
1713,6163
1713,3423
1713,1313
3964,6310
3964,1415
3964,3534
155,1626
155,1626
155,1626
9856,1626
9856,1626
9856,4971
5490,912
5490,5428
5490,4653
5490,3570
3094,838
3094,5110
3094,2733
7643,1626
7643,3090
7643,1139
7643,3090
6734,1990
6734,4690
6734,4546
6734,2332
6734,4765
5569,3534
5569,4098
5569,4098
2959,248
2959,6302
2959,1596
6577,1801
6577,1801
6577,6126
8052,2332
8052,819
8052,2350
8494,3681
8494,1801
8494,6844
9374,4231
9374,3796
9374,4256
5605,1626
5605,1626
5605,3303
4936,3681
4936,3954
4936,3954
4936,3216
4936,5170
4936,1596
8598,2332
8598,4971
8598,4971
8598,2332
7083,833
7083,4231
7083,5693
215,5428
215,2260
215,4231
375,6645
375,5619
375,2350
375,1626
6110,1801
6110,4971
6110,2125
4661,2306
4661,6377
4661,6631
5715,1596
5715,1415
5715,1596
8568,3874
8568,1626
8568,3867
8568,5647
9728,1596
9728,6377
9728,1596
5229,1596
5229,1712
5229,1596
5229,1596
5229,1626
3544,1626
3544,5647
3544,6832
356,2332
356,540
356,819
9430,1626
9430,4295
9430,4295
7637,4231
7637,1626
7637,4602
3187,1626
3187,3741
3187,3069
3187,6210
7498,912
7498,912
7498,6419
7498,6419
499,3686
499,3574
499,3983
499,2332
5308,2332
5308,819
5308,819
3235,4231
3235,4231
3235,4231
5548,1642
5548,2306
5548,2306
5548,3090
9972,6103
9972,5647
9972,1626
4997,3303
4997,367
4997,1626
6711,1626
6711,2754
6711,5538
5778,3355
5778,1626
5778,2149
7936,4231
7936,4231
7936,4231
7936,4231
3470,1596
3470,4085
3470,133
8791,1801
8791,2826
8791,6805
8791,1626
7948,3090
7948,3090
7948,1626
7948,6772
7948,5647
7948,6772
745,449
745,197
745,2332
4445,1176
4445,6074
4445,2384
4445,1626
3297,664
3297,3519
3297,1596
4871,5797
4871,4971
4871,1801
4871,4971
4871,2332
4871,2332
2252,3867
2252,5580
2252,912
2167,4231
2167,4231
2167,4231
3518,3274
3518,4231
3518,5979
648,2332
648,819
648,819
1886,2332
1886,4971
1886,1801
1886,1801
1886,2332
1886,2332
1886,5182
5454,5647
5454,5647
5454,1626
5454,819
5454,856
4988,1801
4988,6395
4988,3681
4988,3090
4988,1626
1317,194
1317,6647
1317,1626
668,4971
668,819
668,5492
9456,1626
9456,1626
9456,1626
9187,4231
9187,4231
9187,4231
4775,5692
4775,1596
4775,3276
4775,3075
4775,3623
9062,1801
9062,1801
9062,6419
7246,2306
7246,6115
7246,6406
3212,1801
3212,1801
3212,4971
3212,819
6007,1243
6007,6578
6007,3570
6007,6377
6007,1364
6246,2425
6246,1626
6246,5443
9882,2887
9882,4664
9882,4450
9882,6377
4361,819
4361,819
4361,6377
681,472
681,6928
681,4295
681,1626
286,6800
286,5492
286,5995
5155,2989
5155,6496
5155,1626
5155,4231
2034,5647
2034,5647
2034,5647
2034,1596
2034,5647
2034,6670
839,912
839,912
839,3970
839,5273
9159,5110
9159,1686
9159,2715
3872,4231
3872,4176
3872,4231
3872,6118
3612,4310
3612,884
3612,5110
3612,3007
3612,3526
3612,5577
1481,1626
1481,5465
1481,5939
7865,912
7865,6051
7865,6051
7865,1988
2514,3056
2514,4231
2514,4231
2514,819
9185,2852
9185,2852
9185,1988
9185,3688
9185,4130
8125,5348
8125,1988
8125,4608
8125,6555
7539,4231
7539,1626
7539,1626
5721,1988
5721,912
5721,912
5721,3648
5721,6089
510,687
510,1955
510,1801
510,1801
6328,4305
6328,501
6328,819
4605,670
4605,1712
4605,5298
4605,1712
4605,1596
1800,3825
1800,5428
1800,6670
7340,3988
7340,1974
7340,4231
7340,5586
7340,5492
9533,1801
9533,6925
9533,6925
4587,1801
4587,1012
4587,3519
2777,1801
2777,1801
2777,1801
2777,1801
2777,1626
2777,3519
2777,6406
2777,3867
8188,1801
8188,4231
8188,4231
2519,1626
2519,6461
2519,819
2776,4171
2776,2332
2776,2332
2776,2332
2776,2332
2073,4231
2073,4231
2073,6699
5609,4231
5609,5904
5609,2733
5609,2733
5609,2733
2914,1801
2914,1801
2914,819
9645,1801
9645,2033
9645,819
9645,819
1193,1801
1193,1626
1193,1626
5890,1801
5890,1801
5890,6126
2117,5477
2117,2332
2117,2332
2117,819
1658,1801
1658,4971
1658,819
1658,819
7137,1626
7137,5940
7137,1626
2726,1801
2726,4971
2726,4971
2726,819
619,5428
619,1626
619,4936
639,3519
639,3519
639,1626
3881,1557
3881,2160
3881,2332
3881,2332
5941,1801
5941,3737
5941,2332
3275,5492
3275,4293
3275,2733
331,6925
331,2332
331,1626
8704,5619
8704,5619
8704,1801
8704,1626
8704,819
9712,5911
9712,2332
9712,819
6830,751
6830,2304
6830,2304
6830,2306
8331,2332
8331,819
8331,819
9414,1801
9414,4971
9414,4971
3794,1801
3794,1801
3794,5020
3794,1801
2502,6910
2502,355
2502,6377
7427,2265
7427,211
7427,5914
3877,4010
3877,2905
3877,1596
6974,501
6974,2733
6974,2733
6974,2733
6974,1345
6974,2733
8410,5110
8410,2511
8410,560
8410,454
8410,6950
8410,2511
7053,6377
7053,6377
7053,3404
7053,6774
4960,1801
4960,2332
4960,1801
4960,819
4726,3825
4726,3825
4726,3825
4726,3825
4726,3825
258,5746
258,3825
258,2304
258,4248
258,1853
258,3938
2120,636
2120,1407
2120,5236
2120,3534
1331,501
1331,501
1331,2710
1331,2710
7422,501
7422,2718
7422,3219
7422,2710
5930,501
5930,501
5930,2710
610,501
610,567
610,4407
610,5298
9721,501
9721,501
9721,501
9721,2710
1522,2710
1522,5426
1522,5426
1522,907
9482,501
9482,2710
9482,381
1491,5517
1491,3870
1491,1209
1491,501
1828,2710
1828,2710
1828,501
1828,5492
2593,1272
2593,3870
2593,2710
2593,5387
9821,501
9821,2871
9821,1466
9931,4615
9931,1596
9931,3570
7985,3534
7985,3534
7985,3534
7985,4615
7985,4615
7629,3843
7629,442
7629,2306
4787,5459
4787,6679
4787,2529
4787,5232
4787,3534
2081,2065
2081,90
2081,5692
2081,1596
1381,1596
1381,3709
1381,1862
5960,3825
5960,6388
5960,3981
5960,2820
5960,5804
9557,2265
9557,2265
9557,5636
1243,1988
1243,5110
1243,1609
1243,4124
1243,1609
1243,934
1243,1988
1243,2167
1243,1988
7096,6115
7096,6941
7096,6378
7096,6378
3849,5492
3849,2740
3849,5110
4906,5298
4906,4519
4906,419
6402,5528
6402,5225
6402,5225
6402,3534
6402,3534
6402,4765
6852,1988
6852,6411
6852,3791
2153,4971
2153,2332
2153,819
1789,2033
1789,5911
1789,1801
1789,2832
1789,2832
1789,6919
79,6772
79,2332
79,5173
3568,1252
3568,4971
3568,2332
4219,1801
4219,4426
4219,6352
7583,1801
7583,819
7583,819
7583,3023
9262,3574
9262,2725
9262,1626
728,4971
728,2332
728,819
4410,2108
4410,6348
4410,4971
4410,4971
4410,4971
4410,2332
6597,4231
6597,4231
6597,4231
3645,4971
3645,6884
3645,2332
3288,2332
3288,3303
3288,1626
3411,4230
3411,1626
3411,3638
392,5598
392,2332
392,2332
392,2332
4474,2546
4474,2306
4474,962
5873,2163
5873,2163
5873,2350
5873,5492
8686,1626
8686,1415
8686,5002
5349,177
5349,1466
5349,1626
5349,6309
5349,4413
3608,6115
3608,6115
3608,2726
3608,843
8156,690
8156,1626
8156,4011
8156,1626
7261,3825
