67,1530
58,2304
38,2304
58,2306
28,1626
2,2350
38,2350
69,4231
69,4231
69,2332
30,1626
12,912
68,5492
60,3825
28,1626
28,1626
28,1626
30,1678
69,819
69,2332
67,2332
59,6846
67,991
28,1801
28,1801
69,2332
23,1677
42,2733
33,3301
57,3090
45,1626
69,819
24,819
69,2332
69,6461
23,1626
69,3519
31,1712
51,2347
51,1366
51,6091
51,5110
31,1712
31,6457
51,2347
51,3007
45,1626
23,5027
30,4899
65,4231
65,1771
65,5823
28,2792
69,1801
69,1801
69,1801
14,6464
65,1801
65,2332
65,2332
59,3534
59,3534
58,1596
28,6461
28,5380
28,1626
64,6548
64,5351
58,2332
58,4971
69,4971
58,1801
7,819
69,819
58,1626
46,6207
58,1626
69,1626
69,2332
69,819
38,1626
11,6976
30,2038
23,2018
23,1626
23,3303
69,4231
69,912
68,912
69,1801
24,1801
69,1801
69,819
65,2651
65,3581
65,2544
13,6670
65,711
16,4190
65,1626
23,1626
29,6377
37,2265
67,912
67,1929
23,1596
24,5298
28,1596
58,1596
58,3681
58,1955
58,567
24,2306
58,1806
38,1801
14,1263
69,3796
69,5389
58,6377
37,2277
58,6261
67,6377
64,1008
64,3960
64,6244
64,2332
28,3519
67,1626
69,5647
67,6382
58,1626
58,1626
58,1626
27,1626
38,5647
24,1626
28,449
28,1626
28,1626
69,819
69,819
28,1626
11,6377
69,3681
69,2306
28,1626
69,2260
59,3090
58,449
58,3090
28,1626
67,2332
67,2332
67,2332
2,5911
28,3090
66,1626
45,3292
28,3090
28,1626
28,3519
67,1626
69,5647
65,3020
65,2332
65,2332
65,1141
67,3090
28,4765
28,1626
5,2033
24,782
58,2332
5,5467
69,1801
33,1801
69,2332
58,1677
69,819
65,4765
65,1801
65,4765
60,3519
45,1626
59,1914
58,211
64,2220
64,977
58,4696
38,5619
32,2350
28,589
67,1626
28,1626
28,3519
28,1626
67,1626
64,4354
23,5647
65,4231
65,6158
65,4231
65,2282
54,2350
35,1626
23,3782
27,1801
45,3090
68,5647
58,1626
45,3292
45,5647
65,4231
65,4231
65,590
59,2332
69,4971
24,926
57,2249
5,5128
5,6166
52,5110
28,1626
28,6196
28,3090
58,2532
28,3519
28,1626
67,1626
67,1596
23,1801
24,304
24,1801
65,819
65,819
65,4231
9,4918
58,3519
12,1626
10,3519
58,3090
67,1626
69,1801
69,819
28,4883
28,1283
64,1279
29,1626
28,1626
28,3009
38,3519
28,1801
28,3053
18,5619
18,5619
38,1626
45,5647
28,5619
38,3519
28,1801
28,3053
24,5095
24,2350
28,1626
28,1626
28,3519
28,1626
58,6518
58,4031
69,2332
69,2332
38,1626
66,6772
60,5619
68,2209
28,1801
28,1626
28,5623
67,1626
58,3519
28,1626
69,1626
45,1626
58,4971
58,2332
58,2332
60,449
60,2332
38,5507
27,3944
27,3944
27,6379
27,6925
69,3090
27,1626
58,2989
30,4971
45,2332
37,2332
24,1596
23,2339
67,1626
9,3836
69,1801
67,819
58,3519
24,3303
23,2332
28,5258
28,3303
28,1626
4,1801
30,3140
30,2350
28,912
58,664
58,2306
31,2306
31,1988
31,1712
31,5110
31,5387
31,708
28,856
28,1626
28,5623
51,1712
51,2089
51,912
28,6956
5,5647
28,1626
24,1801
58,819
28,2867
69,1801
69,5428
69,1626
65,3297
65,5473
65,1801
31,1801
31,6377
6,1596
47,1801
47,1468
45,3793
28,501
29,501
29,2149
10,1626
28,1733
28,1626
28,3867
58,1801
28,4971
58,819
51,3007
51,6853
51,1988
32,6976
66,1626
68,2867
31,1370
51,2545
6,1596
51,1988
38,1801
27,3090
67,4467
46,1801
46,1626
28,1801
28,3519
28,6656
69,1626
69,4231
66,2350
58,6928
48,843
5,3971
58,2306
51,2265
51,1988
51,1489
18,154
33,303
11,1626
27,1626
45,953
45,2332
23,819
63,5619
63,5619
63,1626
23,3519
51,6379
51,1217
51,6141
51,6154
51,2265
51,5387
51,3117
51,1988
51,1988
51,6849
58,5647
28,1626
67,1626
51,665
51,1988
51,3013
69,4174
69,2332
69,819
67,1596
67,1596
67,1596
58,1596
35,2198
14,3402
67,1988
28,4231
68,4231
69,3746
28,3519
28,3519
28,1626
5,553
57,308
67,3090
28,1626
69,1626
28,1626
28,2339
23,3090
24,4231
28,3090
24,1801
28,211
28,2335
28,211
69,1626
69,1626
52,1466
45,856
28,1626
28,856
11,6377
28,856
68,5619
28,1801
45,3000
60,2332
37,5448
69,4231
19,5428
28,1626
28,1626
28,1626
38,2304
35,6406
35,3090
58,6754
69,2332
69,2332
59,3534
24,5320
28,1801
7,6787
25,3404
46,1626
46,2350
68,1626
69,5619
69,1626
28,1626
60,1801
14,5428
58,1626
28,912
58,664
58,2306
5,1626
69,1626
27,1626
69,6126
30,5619
30,1626
30,1626
30,1626
69,1801
69,4971
69,819
69,1626
67,1596
38,5409
27,6377
45,3867
45,4668
28,1626
58,5647
69,5647
27,2556
38,3090
24,3090
12,1626
58,4231
23,4231
69,4231
68,1626
24,5619
67,3519
35,1801
23,1801
46,4971
28,4231
69,4231
69,4231
64,1626
58,2832
66,6377
28,3519
28,5138
67,1626
68,5619
28,1801
28,5619
28,6772
23,5619
23,5619
66,1596
66,5619
40,4612
40,1718
6,6377
69,1596
33,1596
24,4050
69,6119
69,3118
69,1417
69,2332
55,2290
55,4963
55,912
55,3044
69,4971
69,4971
69,819
69,1626
32,3270
34,5647
59,1626
49,5380
11,3292
28,1626
68,2265
23,2265
23,1626
23,1626
67,1596
28,1626
28,1626
28,6377
58,1801
58,1801
11,1687
11,2219
28,3574
28,1626
28,1626
69,1801
64,5619
62,819
63,3090
9,1801
68,1801
45,5619
58,1801
58,3681
28,1801
28,3303
18,5619
58,1626
67,563
28,2832
51,2332
51,2561
51,2332
69,6377
67,6377
9,1596
30,6377
18,5647
34,5647
24,1626
69,1626
23,3090
55,1801
51,1710
51,5137
31,5248
31,1712
6,1801
6,1596
43,5438
67,6377
67,1596
67,6377
58,4971
58,2332
69,2332
28,2265
12,2265
67,2461
23,4231
23,1801
15,4039
2,5647
29,6379
68,5647
23,1626
51,5909
51,5231
51,5387
31,237
64,2304
64,2306
64,2306
28,1626
28,3303
28,1626
67,1626
67,3817
28,5911
45,2332
55,1596
55,1862
51,1654
28,1610
28,1679
28,3303
28,1626
44,3090
58,2524
67,1626
51,2347
51,751
31,2737
23,1914
28,3519
28,1626
58,4921
58,5477
58,4287
58,2332
69,819
65,1801
55,3749
55,5178
0,912
51,2784
51,6141
